source,Si/Al,Na/Al,Ca/Si,OH/Al,Fine_aggregate_to_binder,Coarse_aggregate_to_binder,Solid_type,Activator_binder,NaOH_molarity,Water_in_sodium silicate,Humidity,Superplasticiser_dosage,Curing_temperature (C),Curing_age (d),CS (MPa)
,2.754096206,1.332998909,0.13780918,0.647187022,1.484275,2.7565,concrete,0.509225,10,0.654,0.6,0,25,7,27.28
,2.881623496,1.386813397,0.131710385,0.641799918,1.351294118,2.509576471,concrete,0.550894118,12,0.654,0.6,0,25,7,28.02
,3.005892586,1.438367084,0.126265237,0.635895066,1.231933333,2.287888889,concrete,0.591311111,14,0.654,0.6,0,25,7,29.48
,2.905310903,1.276429939,0.221231749,0.564303445,1.372376471,2.548705882,concrete,0.490705882,10,0.654,0.6,0,25,7,32.17
,2.866220373,1.321762442,0.224248986,0.611695148,1.267044444,2.353066667,concrete,0.491,8,0.654,0.6,0,25,7,30.95
,2.983814615,1.603785154,0.215411175,0.778657005,1.596133333,2.964266667,concrete,0.572933333,14,0.654,0.6,0,25,7,32.75
,2.920887446,1.681904452,0.220051962,0.858752714,1.46145,2.714125,concrete,0.574425,12,0.654,0.6,0,25,7,32.39
,2.970591019,1.528596447,0.31818071,0.742151982,1.261022222,2.341888889,concrete,0.5082,12,0.654,0.6,0,25,7,34.32
,2.998861581,1.739506449,0.315181189,0.888163345,1.350611765,2.508258824,concrete,0.552894118,14,0.654,0.6,0,25,7,34.85
,3.078450451,1.43407762,0.307032637,0.633998715,1.482925,2.754,concrete,0.513075,8,0.654,0.6,0,25,7,34.71
,3.121838129,1.596713801,0.302765461,0.738939203,1.603466667,2.977866667,concrete,0.552,10,0.654,0.6,0,25,7,33.99
,3.203897095,1.641212514,0.404610397,0.759532651,1.478725,2.746175,concrete,0.5251,14,0.654,0.6,0,25,7,35.56
,3.262145776,1.596484541,0.397385698,0.705798022,1.611653333,2.993066667,concrete,0.528613333,12,0.654,0.6,0,25,7,35.75
,3.083171735,1.796764905,0.420453412,0.917398569,1.253911111,2.328666667,concrete,0.528533333,10,0.654,0.6,0,25,7,36.61
,3.151365494,1.714661527,0.411355039,0.832488819,1.359458824,2.524705882,concrete,0.527576471,8,0.654,0.6,0,25,7,36.52
,2.622856762,1.275871773,0.144704714,0.651439115,1.633573333,3.033786667,concrete,0.465973333,8,0.654,0.6,0,25,28,32.23
,2.754096206,1.332998909,0.13780918,0.647187022,1.484275,2.7565,concrete,0.509225,10,0.654,0.6,0,25,28,33.46
,2.881623496,1.386813397,0.131710385,0.641799918,1.351294118,2.509576471,concrete,0.550894118,12,0.654,0.6,0,25,28,34.15
,3.005892586,1.438367084,0.126265237,0.635895066,1.231933333,2.287888889,concrete,0.591311111,14,0.654,0.6,0,25,28,33.99
,2.905310903,1.276429939,0.221231749,0.564303445,1.372376471,2.548705882,concrete,0.490705882,10,0.654,0.6,0,25,28,35.03
,2.866220373,1.321762442,0.224248986,0.611695148,1.267044444,2.353066667,concrete,0.491,8,0.654,0.6,0,25,28,34.66
,2.983814615,1.603785154,0.215411175,0.778657005,1.596133333,2.964266667,concrete,0.572933333,14,0.654,0.6,0,25,28,35.94
,2.920887446,1.681904452,0.220051962,0.858752714,1.46145,2.714125,concrete,0.574425,12,0.654,0.6,0,25,28,35.75
,2.970591019,1.528596447,0.31818071,0.742151982,1.261022222,2.341888889,concrete,0.5082,12,0.654,0.6,0,25,28,37.98
,2.998861581,1.739506449,0.315181189,0.888163345,1.350611765,2.508258824,concrete,0.552894118,14,0.654,0.6,0,25,28,37.75
,3.078450451,1.43407762,0.307032637,0.633998715,1.482925,2.754,concrete,0.513075,8,0.654,0.6,0,25,28,36.71
,3.121838129,1.596713801,0.302765461,0.738939203,1.603466667,2.977866667,concrete,0.552,10,0.654,0.6,0,25,28,36.98
,3.203897095,1.641212514,0.404610397,0.759532651,1.478725,2.746175,concrete,0.5251,14,0.654,0.6,0,25,28,37.29
,3.262145776,1.596484541,0.397385698,0.705798022,1.611653333,2.993066667,concrete,0.528613333,12,0.654,0.6,0,25,28,36.65
,3.083171735,1.796764905,0.420453412,0.917398569,1.253911111,2.328666667,concrete,0.528533333,10,0.654,0.6,0,25,28,37.72
,3.151365494,1.714661527,0.411355039,0.832488819,1.359458824,2.524705882,concrete,0.527576471,8,0.654,0.6,0,25,28,37.34
Investigation on modulus of elasticity of fly ash-ground granulated blast furnace slag blended geopolymer concrete,2.616672249,0.98703999,0.057145969,0.35179064,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,15.46
,2.663471049,1.038361296,0.146691957,0.370082052,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,17.14
,2.715403391,1.095312234,0.242447582,0.390379919,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,22.43
,2.773362968,1.158872863,0.345081963,0.413033545,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,27.58
,2.838463696,1.230264744,0.455363934,0.438478305,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,31.61
,2.912112001,1.311030216,0.574181339,0.467263903,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,34
,2.996109578,1.403145084,0.702564988,0.500094537,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,36.25
,3.092802746,1.50918241,0.841718638,0.53788727,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,28,38.24
,2.616672249,0.98703999,0.057145969,0.35179064,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,2.3
,2.663471049,1.038361296,0.146691957,0.370082052,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,5
,2.715403391,1.095312234,0.242447582,0.390379919,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,5.23
,2.773362968,1.158872863,0.345081963,0.413033545,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,9.1
,2.838463696,1.230264744,0.455363934,0.438478305,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,10
,2.912112001,1.311030216,0.574181339,0.467263903,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,12.9
,2.996109578,1.403145084,0.702564988,0.500094537,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,14.1
,3.092802746,1.50918241,0.841718638,0.53788727,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,7,16
,2.616672249,0.98703999,0.057145969,0.35179064,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,7.5
,2.663471049,1.038361296,0.146691957,0.370082052,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,10
,2.715403391,1.095312234,0.242447582,0.390379919,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,12.5
,2.773362968,1.158872863,0.345081963,0.413033545,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,15.2
,2.838463696,1.230264744,0.455363934,0.438478305,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,17.6
,2.912112001,1.311030216,0.574181339,0.467263903,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,21.7
,2.996109578,1.403145084,0.702564988,0.500094537,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,23
,3.092802746,1.50918241,0.841718638,0.53788727,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,14,23.9
,2.616672249,0.98703999,0.057145969,0.35179064,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,13.2
,2.663471049,1.038361296,0.146691957,0.370082052,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,14.4
,2.715403391,1.095312234,0.242447582,0.390379919,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,16
,2.773362968,1.158872863,0.345081963,0.413033545,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,20.7
,2.838463696,1.230264744,0.455363934,0.438478305,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,23.3
,2.912112001,1.311030216,0.574181339,0.467263903,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,27.6
,2.996109578,1.403145084,0.702564988,0.500094537,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,31.8
,3.092802746,1.50918241,0.841718638,0.53788727,1.498771499,3.001228501,concrete,0.4,8,0.559,0.6,0,25,21,33.2
The effect of high temperature on the design of blast furnace slag and coarse fly ash-based geopolymer mortar,5.138094316,3.428864182,0.206342312,1.595369426,3.002001334,0,mortar,1.000667111,14,0.65,1,0,60,0.208333333,7.1
,5.506491965,3.812094631,0.35820587,1.773677492,3,0,mortar,1,14,0.65,1,0,60,0.208333333,12.5
,5.136068218,3.42634696,0.20631714,1.594198222,3,0,mortar,1,14,0.65,1,0,60,0.208333333,13.6
,6.57027298,4.919882814,0.699183853,2.28910514,3,0,mortar,1,14,0.65,1,0,60,0.208333333,16.8
,5.138094316,3.428864182,0.206342312,1.595369426,3.002001334,0,mortar,1.000667111,14,0.65,1,0,60,1,11.6
,5.506491965,3.812094631,0.35820587,1.773677492,3,0,mortar,1,14,0.65,1,0,60,1,13.1
,5.136068218,3.42634696,0.20631714,1.594198222,3,0,mortar,1,14,0.65,1,0,60,1,14.1
,6.57027298,4.919882814,0.699183853,2.28910514,3,0,mortar,1,14,0.65,1,0,60,1,21.8
,5.138094316,3.428864182,0.206342312,1.595369426,3.002001334,0,mortar,1.000667111,14,0.65,1,0,60,2,15
,5.506491965,3.812094631,0.35820587,1.773677492,3,0,mortar,1,14,0.65,1,0,60,2,16.3
,5.136068218,3.42634696,0.20631714,1.594198222,3,0,mortar,1,14,0.65,1,0,60,2,18.3
,6.57027298,4.919882814,0.699183853,2.28910514,3,0,mortar,1,14,0.65,1,0,60,2,27.1
